cellid	x	y	cell_type	batchid
4493.115	-655.798820936474	-37.4996319532575	Astro	1
4493.116	-605.088851704728	34.0998813765323	Astro	1
4493.117	-741.847971966337	35.5944089264869	Astro	1
4493.118	-476.623065042549	40.3732657187246	Astro	1
4493.119	-618.40708422557	-45.5387503924129	Astro	1
4493.120	-539.918187086532	33.6049746761946	Astro	1
4493.121	-484.990704129336	30.7156991889924	Astro	1
4493.122	-533.176786486746	-33.239560787804	Astro	1
4493.123	-433.113706669315	44.0950884585453	Astro	1
4493.124	-775.490809724499	-26.6389704481893	Astro	1
4493.125	-587.134867212515	-29.9631556888923	Astro	1
4493.126	-796.791609362485	28.9765884201489	Astro	1
4493.127	-444.606720237283	42.7156038003709	Astro	1
4493.128	-463.385984334058	-13.537080942754	Astro	1
4493.129	-787.058282313004	15.492252763399	Olig2	1
4493.130	-724.313926153337	-10.8961970888535	Olig2	1
4493.131	-605.734936123322	46.6465519285557	Olig2	1
4493.132	-754.985467515716	-19.4131403517722	Olig2	1
4493.133	-726.617470767298	-15.9293140867791	Olig2	1
4493.134	-636.088173959973	29.4939327510882	Olig2	1
4493.135	-752.076504506247	14.88563896303	Olig2	1
4493.136	-639.436174378396	39.0753442189215	Olig2	1
4493.137	-578.426890983873	-0.857251722342192	Olig2	1
4493.138	-528.298621227946	33.022929192297	Olig2	1
4493.139	-779.216121779399	36.1349671955195	Olig2	1
4493.140	-663.932723236524	44.6912325388634	Olig2	1
4493.141	-573.238698788065	33.8416601513225	Olig2	1
4493.142	-488.250782947598	-3.26248871136448	Olig2	1
4493.143	-769.180582079785	6.55376789415249	Olig2	1
4493.144	-743.845827258605	34.7162547901512	Olig2	1
4493.145	-637.911072898952	13.7218778693023	Olig2	1
4493.146	-783.439095621572	36.6514165956514	Olig2	1
4493.147	-582.20390314649	38.8345860190252	Olig2	1
4493.148	-583.66654969669	15.331917408205	Olig2	1
4493.149	-722.104982825778	39.6045170073597	Olig2	1
4493.150	-772.661391151862	38.9586035218664	Olig2	1
4493.151	-519.283252247608	-40.7928843635822	Olig2	1
4493.152	-767.561571388111	36.2176559519763	Olig2	1
4493.153	-797.117894730446	35.8708555956856	Olig2	1
4493.154	-612.358652112942	32.4744628461652	Olig2	1
4493.155	-604.022929350311	40.4766195084868	Olig2	1
4493.156	-579.10796974023	-12.2668936797061	Olig2	1
4493.157	-491.495590355651	34.6498367213045	Olig2	1
4493.158	-604.321286357576	-29.1344975145546	Olig2	1
4493.159	-641.498019128487	41.5059208389774	Olig2	1
4493.160	-600.793913611318	-44.4909541885202	Olig2	1
4493.161	-764.60271140179	24.7486207020404	Olig2	1
4493.162	-553.551736025212	36.2483292589007	Olig2	1
4493.163	-611.165539548021	29.183553288957	Olig2	1
4493.164	-795.164812526355	32.4350208726064	Olig2	1
4493.165	-632.903271543397	44.0277154412974	Olig2	1
4493.166	-332.771983621207	39.0644207713445	Olig2	1
4493.167	-763.398738636184	42.7269510725307	Olig2	1
4493.168	-636.092982193419	14.8017765548978	Olig2	1
4493.169	-567.23714624558	-41.4069714507935	Olig2	1
4493.170	-641.728612971147	47.5290423361012	Olig2	1
4493.171	-606.145108960583	7.08263282386997	Olig2	1
4493.172	-545.079817593366	-41.3950426864344	Olig2	1
4493.173	-558.05200941641	-34.9429352388818	Olig2	1
4493.174	-547.309043870237	-39.016204408243	Olig2	1
4493.175	-570.264221976946	24.0665890101224	Olig2	1
4493.176	-624.169999713013	5.07465293024975	Olig2	1
4493.177	-645.007215933806	36.7585711585422	Olig2	1
4493.178	-663.851850292907	26.9001728965824	Olig2	1
4493.179	-782.83514459992	45.0242570219337	Olig2	1
4493.180	-766.083347614354	30.7028912935095	Olig2	1
4493.181	-543.044953370629	7.90884695670615	Olig2	1
4493.182	-603.95469593306	27.181012733012	Olig2	1
4493.183	-576.994241179369	-39.3633837177669	Olig2	1
4493.184	-653.160825098453	15.4412243400644	Olig2	1
4493.185	-573.051694928785	41.3218829821421	Olig2	1
4493.186	-657.401312649373	49.3711370508472	Olig2	1
4493.187	-614.514658892548	26.305648078737	Olig2	1
4493.188	-583.084846829514	-22.8865436015761	Olig2	1
4493.189	-799.004656308636	38.3557027157261	Olig2	1
4493.190	-754.011059424756	43.7298559104338	Olig2	1
4493.191	-639.795644816128	-18.5499456584133	Olig2	1
4493.192	-528.81790938672	37.5252000622969	Olig2	1
4493.193	-636.483928308694	-17.5621870308181	Olig2	1
4493.194	-653.470934746723	29.7923536392619	Olig2	1
4493.195	-629.220962802558	0.695512119904085	Olig2	1
4493.196	-544.695520294861	23.0569985851788	Olig2	1
4493.197	-578.419038204107	1.27384505884656	Olig2	1
4493.198	-634.753049518223	37.647880348984	Olig2	1
4493.199	-696.001809448508	23.9978262078719	Olig2	1
4493.200	-727.42093665211	37.6054608932196	Olig2	1
4493.201	-586.824112448197	44.4272371598779	Olig2	1
4493.202	-511.149373780886	34.7607194248765	Olig2	1
4493.203	-741.184218977103	40.3133216406388	Olig2	1
4493.204	-665.136244682675	11.5944617819001	Olig2	1
4493.205	-739.256802804536	-25.5211166040704	Olig2	1
4493.206	-753.424176509838	32.3901333585092	Olig2	1
4493.207	-529.441853347523	17.2390321871311	Olig2	1
4493.208	-567.726339063498	46.5544077162307	Olig2	1
4493.209	-495.433702006338	43.4758156093076	Olig2	1
4493.210	-637.691596028855	7.0546478581521	Olig2	1
4493.211	-481.498664392272	42.2560504849643	Olig2	1
4493.212	-761.72178704763	44.8362685424105	Olig2	1
4493.213	-624.523904107837	-19.987243719755	Olig2	1
4493.214	-602.217425514507	3.65548405606756	Olig2	1
4493.215	-677.389365861767	34.8976483093558	Olig2	1
4493.216	-749.238230347331	46.6802421330498	Olig2	1
4493.217	-591.621722050959	46.898696404995	Olig2	1
4493.218	-668.986053139506	39.8549602204461	Olig2	1
4493.219	-520.128145636983	31.0459550513399	Olig2	1
4493.220	-783.619362690033	-24.0019213848275	Olig2	1
4493.221	-594.64723046783	41.3167170514786	Olig2	1
4493.222	-730.395313609896	12.7560531840225	Olig2	1
4493.223	-679.199772034677	-48.9380973330986	Olig2	1
4493.224	-754.703065243875	13.46062387947	Olig2	1
4493.225	-786.573702593575	-2.71448685540419	Olig2	1
4493.226	-618.509362620568	-22.1645468680364	Olig2	1
4493.227	-664.430660287483	47.4598999077789	Olig2	1
4493.228	-581.873078672358	32.3746112675319	Olig2	1
4493.229	-498.335718788752	-29.4112696929968	Olig2	1
4493.230	-586.434415349401	40.9393992494278	Olig2	1
4493.231	-576.327481437909	-26.7049877606343	Olig2	1
4493.232	-546.655054786038	49.1442933216747	Olig2	1
4493.233	-636.660075242561	9.63895617828194	Olig2	1
4493.234	-571.284953961816	33.1447919992052	Olig2	1
4493.235	-513.667385782757	43.6302595788454	Olig2	1
4493.236	-605.197062395511	23.4912086817326	Olig2	1
4493.237	-636.827531558647	31.1599333922456	Olig2	1
4493.238	-606.31648846415	-7.97681596620057	Olig2	1
4493.239	-725.09648683247	23.0575927284604	Olig2	1
4493.240	-724.021467958343	-25.8372147934363	Olig2	1
4493.241	-761.21178192023	43.4563809162758	Olig2	1
4493.242	-608.24819090061	50.5976071805933	Olig2	1
4493.243	-527.380614442544	25.9080664349909	Olig2	1
4493.244	-559.638597071642	33.1803358685295	Olig2	1
4493.245	-769.245450260974	-34.5767404342162	Olig2	1
4493.246	-629.027293023006	-18.5516090032795	Olig2	1
4493.247	-365.68443770896	40.7825605977942	Olig2	1
4493.248	-534.108763317822	-46.417762347738	Olig2	1
4493.249	-563.096540468788	24.4799752474684	Olig2	1
4493.250	-802.166881550626	24.86024950782	Olig2	1
4493.251	-595.886531323136	5.86756767291519	Olig2	1
4493.252	-778.866673031443	-16.7403737748059	Olig2	1
4493.253	-635.927027296389	15.7317257460199	Olig2	1
4493.254	-537.433038322202	17.8142389299264	Olig2	1
4493.255	-520.191168435352	34.6209455675364	Olig2	1
4493.256	-633.221914696469	42.825554811338	Olig2	1
4151.1	-214.826808784046	22.0359468663814	L2/3	2
4151.2	-520.270629024913	9.02632363911582	L2/3	2
4151.3	-305.261775097655	15.9660434139187	L2/3	2
4151.4	-424.098587916419	27.9013794998435	L2/3	2
4151.5	-270.94300571646	21.9297596912064	L2/3	2
4151.6	-23.7759880304123	12.0151489767903	L2/3	2
4151.7	-271.118454932084	38.4569577179733	L2/3	2
4151.8	-127.992790122465	48.3922798382334	L2/3	2
4151.9	-86.2381323837521	19.8925241611196	L2/3	2
4151.10	-142.902430217538	27.4107796068743	L2/3	2
4151.11	-192.089052463586	48.4106437346223	L2/3	2
4151.12	-236.345679567625	37.7764763666468	L2/3	2
4151.13	-121.569727678817	22.313836558901	L2/3	2
4151.14	118.912112472255	24.1674645229254	L2/3	2
4151.15	-157.813324345688	43.7848490679921	L2/3	2
4151.16	158.180558630596	12.9476604292913	L2/3	2
4151.17	-453.951636933449	14.0559865781023	L2/3	2
4151.18	-486.867256788154	40.6270758825857	L2/3	2
4151.19	-49.209960181869	7.45225930129885	L2/3	2
4151.20	-102.889586647526	21.055343240418	L2/3	2
4151.21	-64.8556541351182	21.4905876225799	L2/3	2
4151.22	-470.978554209832	-10.3273321868658	L2/3	2
4151.23	-162.133717075663	27.4808145062163	L2/3	2
4151.24	-51.3911303323249	3.66674273711128	L2/3	2
4151.25	-220.607990264522	-1.57357600657396	L2/3	2
4151.26	-169.538968046977	41.2098931557355	L2/3	2
4151.27	-475.254434455465	-20.8475372157149	L2/3	2
4151.28	19.5709998672486	31.1282281804776	L2/3	2
4151.29	-448.635286313194	-17.9892149321546	L2/3	2
4151.30	-267.545041157744	18.4557368622396	L2/3	2
4151.31	-407.032121406279	-3.76531707373373	L2/3	2
4151.32	-127.230154560595	35.2850219429172	L2/3	2
4151.33	10.8479949061245	38.9793817671917	L2/3	2
4151.34	-487.29043511967	48.9940921459661	L2/3	2
4151.35	-321.960615290718	12.689677953809	L2/3	2
4151.36	-397.824307008917	4.90110892215327	L2/3	2
4151.37	-151.040194124141	16.8587926058352	L2/3	2
4151.38	214.419578034025	19.3802853864437	L2/3	2
4151.39	140.409211738875	32.3089868031	L2/3	2
4151.40	-454.915657139971	32.3652923603045	L2/3	2
4151.41	-407.492083692735	25.0585453856767	L2/3	2
4151.42	-68.7759541943	2.50892593532188	intermediate	2
4151.43	-360.152717311865	-43.0060721943168	L5	2
4151.44	-365.763030996647	-46.3456656088526	L5	2
4151.45	-553.447233828246	20.3633252579128	L2/3	2
4151.46	-564.28484580259	12.0873427837122	L2/3	2
4151.47	246.279256145934	27.2059845807868	L2/3	2
4151.48	51.824329689906	16.6809038129837	L2/3	2
4151.49	-537.008799977215	-38.4873865037617	L5	2
4151.50	-31.7331644156248	-24.2584215970228	L5	2
4151.51	635.757459478747	-28.0296294280982	L5	2
4151.52	-611.150293057994	-22.6590911083252	L5	2
4151.53	-30.3564698983104	-36.1458530067371	L5	2
4151.54	-196.922327803428	-14.266758463918	L5	2
4151.55	-361.731362059834	-34.9925736196341	L5	2
4151.56	548.8717670788	4.63674056768504	L5	2
4151.57	-462.636862127228	-36.1959298569312	L5	2
4151.58	-176.357064191786	-34.4402577702725	L5	2
4151.59	-39.8770590660003	-47.0671904044179	L5	2
4151.60	-337.149034661695	-32.2239699118232	L5	2
4151.61	542.576034415291	-29.3791618089352	L5	2
4151.62	-347.204686831725	-41.3265960024781	L5	2
4151.63	-450.550769635334	-35.0267179355869	L5	2
4151.64	-493.32908961545	-47.6084727961645	L5	2
4151.65	-70.3066510219745	37.8447405894052	L2/3	2
4151.66	-280.81201952605	21.7149900412014	L2/3	2
4151.67	-75.2444993164681	20.7210870531074	L2/3	2
4151.68	-309.828980453933	2.01733467065638	L2/3	2
4151.69	-457.86964348805	-3.3238723679929	L2/3	2
4151.70	40.3711587343202	-9.6696910183264	L2/3	2
4151.71	-380.119112915667	42.5473248115418	L2/3	2
4151.72	-291.60820573889	-20.6567488154372	L2/3	2
4151.73	-435.412493104767	14.219545740708	L2/3	2
4151.74	-216.477642061429	35.2298456733964	L2/3	2
4151.75	-436.739239432056	28.0860178080026	L2/3	2
4151.76	-550.008662648876	15.0668745204834	L2/3	2
4151.77	-204.52832260772	26.2061931290132	L2/3	2
4151.78	-223.867040838769	40.8296333505985	L2/3	2
4151.79	56.7494360940067	-16.4503333914157	L2/3	2
4151.80	228.441431057182	9.14385582729064	L2/3	2
4151.81	-333.124400125855	7.70965758350696	L2/3	2
4151.82	-388.129435329101	23.2096098763511	L2/3	2
4151.83	-451.957360771725	-8.86565780301294	L2/3	2
4151.84	-217.348865030452	-4.89443534372555	L2/3	2
4151.85	-427.088583180704	-13.7649863933767	L2/3	2
4151.86	-369.779053672543	22.3163515727264	L2/3	2
4151.87	-444.661851366068	41.3819072385257	L2/3	2
4151.88	-440.076364502016	12.093386987902	L2/3	2
4151.89	29.4318594408777	7.31705728731364	L2/3	2
4151.90	-478.429360682797	42.821760965337	L2/3	2
4151.91	-349.36024013525	0.492898730806936	L2/3	2
4151.92	-475.09576438619	10.6781271926181	L2/3	2
4151.93	-26.5246259494473	33.376239644422	L2/3	2
4151.94	-478.749929165731	-26.526493748837	L2/3	2
4151.95	-532.363674231555	20.8379577793557	L2/3	2
4151.96	-555.557149517088	24.1701809488168	L2/3	2
4151.97	-420.827500029676	30.1719082936677	L2/3	2
4151.98	-459.583209726866	14.6306342720732	L2/3	2
4151.99	64.5750728895693	41.9565652656045	L2/3	2
4151.100	-234.573836727495	29.7640829130366	L2/3	2
4151.101	-237.546223339229	-17.3944100058273	L2/3	2
4151.102	-555.457843121011	14.3631489393654	L2/3	2
4151.103	-22.6171709795726	22.3691462020874	L2/3	2
4151.104	-176.963596764121	42.152980603665	L2/3	2
4151.105	-288.097752499249	32.3193979306804	L2/3	2
4151.106	-47.7135506344844	13.6210589572236	L2/3	2
4151.107	-436.496216503485	14.7954777227596	L2/3	2
4151.108	-449.048129086814	-29.5498467882896	L2/3	2
4151.109	-389.956725598829	29.9568137121081	L2/3	2
4151.110	-523.846621082051	-21.4773405166074	L2/3	2
4151.111	-309.462029237567	29.7855464760838	L2/3	2
4151.112	4.332429765544	11.8805998851815	L2/3	2
4151.113	-483.99313848456	47.8789526762679	L2/3	2
4151.114	252.781940226869	-26.288075390605	intermediate	2
4151.115	-153.588607133854	14.6749708449618	L2/3	2
4151.116	-324.388114218517	-16.2075118825861	L2/3	2
4151.117	-109.780385484472	-9.81998767062384	L2/3	2
4151.118	15.0176870177428	7.24737978914757	L2/3	2
4151.119	-107.049810410184	36.3765433560109	L2/3	2
4151.120	-348.688354092038	-2.24462558648855	L2/3	2
4151.121	-532.416516048433	33.9221814173526	L2/3	2
4151.122	-390.139829670445	49.3152520964801	L2/3	2
4151.123	-350.589796136161	-44.1412691009559	intermediate	2
4151.124	-319.646185105732	32.6002554089735	L2/3	2
4151.125	-143.387224183492	40.7590795218308	L2/3	2
4151.126	-479.441648323807	-10.7976745730647	L2/3	2
4151.127	-117.093664107573	-4.74552380347233	L2/3	2
4151.128	-486.160874581495	5.82643253889725	L2/3	2
4151.129	-483.281894180506	-37.2047067374839	Astro	2
4151.130	-603.333128656153	-24.3725731980647	Astro	2
4151.131	-702.131709196404	-7.62235584289252	Astro	2
4151.132	-590.716420564434	-34.1919938019748	Astro	2
4151.133	-688.380228422247	-34.9467088585866	Astro	2
4151.134	-553.997298341123	-37.8457951708513	Astro	2
4151.135	-585.244064778229	-35.1845701759784	Astro	2
4151.136	-572.499170269635	-29.7826418462648	Astro	2
4151.137	-678.980442190319	45.0377575050792	Astro	2
4151.138	-624.539753307536	-9.85336584826213	Astro	2
4151.139	-533.022526982895	-35.0046850997123	Astro	2
4151.140	-445.335877208557	37.8829361966981	Astro	2
4151.141	-695.593333732594	-34.6769858096522	Astro	2
4151.142	-480.602071744735	49.6659627165067	Astro	2
4151.143	-619.02644554428	-33.7511259755615	Astro	2
4151.144	-597.014696111277	-17.3127625523178	Astro	2
4151.145	-670.526358106793	-6.69928983131569	Astro	2
4151.146	-651.121716756438	48.9878346547009	Astro	2
4151.147	-652.045910744125	-9.06399627521216	Astro	2
4151.148	-601.937836652377	-22.8645385525977	Astro	2
4151.149	-430.739158114382	-35.6430959716458	Astro	2
4151.150	-535.585765914788	34.4122823581084	Astro	2
4151.151	-428.045395858843	35.2610049342086	Astro	2
4151.152	-756.006763586939	-46.5448533389718	Astro	2
4151.153	-731.975485621124	-40.6811238862773	Astro	2
4151.154	-641.741876154514	-49.5870206147451	Astro	2
4151.155	-516.401991268825	44.3709817985044	Astro	2
4151.156	-627.375504658883	39.4616965877484	Astro	2
4151.157	-609.408218733274	8.6092398467077	Astro	2
4151.158	-583.760359897025	26.1290003586633	Astro	2
4151.159	-570.918169102914	27.6628280685279	Astro	2
4151.160	-478.285646786458	35.222635674008	Astro	2
4151.161	-548.258287230074	34.4008269484188	Astro	2
4151.162	-756.38873160626	-36.8049260245603	Astro	2
4151.163	-520.039073417007	-6.12240173279801	Astro	2
4151.164	-662.612215958838	43.829154509506	Astro	2
4151.165	-566.050543551449	-36.8402776602924	Astro	2
4151.166	-568.4567198192	1.32665496971268	Astro	2
4151.167	-479.137048637777	43.6160186832972	Astro	2
4151.168	-642.191379588537	-46.8157658937607	Astro	2
4151.169	-461.569575932541	43.3767822604552	Astro	2
4151.170	-536.278831230967	-19.8795880050596	Astro	2
4151.171	-686.85604876492	43.5155266384405	Astro	2
4151.172	-763.571283629802	36.8987940979977	Astro	2
4151.173	-715.956682173163	11.2659687292445	Astro	2
4151.174	-555.674979066863	-36.1816722101798	Astro	2
4151.175	-533.943296983805	2.41160718047983	Astro	2
4151.176	-585.388297687919	-5.43344779462439	Astro	2
4151.177	-521.906066995572	-14.4372608426379	Astro	2
4151.178	-433.563564173373	-37.0790661231319	Astro	2
4151.179	-606.492112574543	-12.0344581409644	Astro	2
4151.180	-636.414152543567	-7.11516058009448	Astro	2
4151.181	-736.051486574775	46.5309939402566	Astro	2
4151.182	-629.485982500472	26.1599612960994	Astro	2
4151.183	-551.779249620907	25.327250400636	Astro	2
4151.184	-602.176197027336	-34.8045691934505	Astro	2
4151.185	-532.104265575255	41.9047706878804	Astro	2
4151.186	-634.400054623266	-7.76958006332749	Astro	2
4151.187	-323.197176244715	40.3073244958641	Astro	2
4151.188	-557.257500411066	-45.8389853122125	Astro	2
4151.189	-703.779724044969	16.9319324650955	Astro	2
4151.190	-742.65367793229	-49.3954071447523	Astro	2
4151.191	-444.438274181053	-9.71247452583508	Astro	2
4151.192	-606.739266329711	-22.052648635177	Astro	2
4151.193	-315.651136058069	37.3324710558697	L2/3	2
4151.194	-613.54710697905	47.7416005574833	L2/3	2
4151.195	-231.62055477681	38.4255196586001	L2/3	2
4151.196	-151.951802965645	42.1343212897373	L2/3	2
4151.197	-202.71485437474	42.526599556305	L2/3	2
4151.198	-118.043456156142	40.8956524011127	L2/3	2
4151.199	-567.828117883888	8.58896873178732	intermediate	2
4151.200	-241.259690435324	-2.77792093810964	L2/3	2
4151.201	-473.27796070592	-12.1679965170985	Astro	2
4151.202	-508.658813150238	-29.22018578142	Astro	2
4151.203	330.344877302016	-26.7995678264021	intermediate	2
4151.204	-416.790050384371	9.92580431366688	Astro	2
4151.205	764.921831609681	46.7976271222671	Calretinin	2
4151.206	375.488237398785	36.5862867972643	Calretinin	2
4151.207	-274.177389883259	50.3923679121947	intermediate	2
4151.208	-498.584692060544	-26.7320052660621	Astro	2
4151.209	555.968002765342	1.62069523940329	PV	2
4151.210	286.848870936111	-25.9281170678709	PV	2
4151.211	250.543064664505	7.61900632110337	PV	2
4151.212	524.72035419656	-20.1135852005763	PV	2
4151.213	-124.747272977154	43.4954669780624	PV	2
4151.214	214.733798140131	43.8279444315538	PV	2
4151.215	750.349662688521	5.83661483697261	PV	2
4151.216	-48.6953443572804	42.1795663185572	PV	2
4151.217	420.570162606855	-4.91802952878622	PV	2
4151.218	148.441537577676	35.6036711056052	PV	2
4151.219	440.441639258662	30.9396210043337	PV	2
4151.220	536.699201453173	-2.2314911635717	PV	2
4151.221	81.1243476215901	34.03263754142	PV	2
4151.222	194.725536523747	47.903462430179	PV	2
4151.223	384.79330222869	28.1034856037329	PV	2
4151.224	732.91795536501	-20.5298582443342	PV	2
4151.225	-592.408776828442	21.965501371051	Astro	2
4151.226	-493.792342104545	-36.1920164796008	Astro	2
4151.227	-541.507228855353	-47.2972509313025	Astro	2
4151.228	-626.697775836878	-34.5702015685963	Astro	2
4151.229	-668.206496871502	42.0039997282724	Astro	2
4151.230	-511.750308829592	-0.0998371267306477	Astro	2
4151.231	-595.483340495887	42.4388627117841	Astro	2
4151.232	-661.709582895721	42.4124377881342	Astro	2
4151.233	-557.401208095602	24.8389013763931	Astro	2
4151.234	-606.178163784727	31.1772732423538	Astro	2
4151.235	-634.921720388254	39.6802189612046	Astro	2
4151.236	-422.046917837266	40.3555055574807	Astro	2
4151.237	-620.995302034525	13.9421724443598	Astro	2
4151.238	-592.680418448662	45.082951869207	Astro	2
4151.239	-637.73146689133	-49.0989729265029	Astro	2
4151.240	-442.453610441768	-27.5382581819048	Astro	2
4151.241	-744.490621805208	-14.4144784588344	Astro	2
4151.242	-708.457491359282	6.28621814433197	Astro	2
4151.243	-499.14480771266	-21.3138726666382	Astro	2
4151.244	-369.415589562963	-10.2804877233457	Astro	2
4151.245	-701.464428933688	-9.0369427814209	Astro	2
4151.246	-645.998460073241	8.32320596267577	Astro	2
