"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33"
"1865.126" "3" "2" "3" "0" "4" "0" "5" "0" "4" "5" "2" "0" "2" "0" "0" "2" "2" "3" "2" "4" "0" "2" "0" "0" "5" "0" "3" "0" "5" "0" "6" "0" "5"
"1865.127" "3" "0" "3" "0" "4" "0" "5" "0" "4" "5" "2" "0" "2" "0" "0" "2" "2" "3" "2" "4" "0" "2" "0" "0" "0" "0" "3" "0" "3" "0" "6" "0" "5"
"1865.128" "3" "0" "3" "0" "4" "0" "5" "0" "4" "5" "2" "0" "2" "0" "0" "2" "2" "3" "2" "4" "0" "2" "15" "0" "0" "0" "3" "0" "3" "0" "6" "0" "5"
"1865.129" "5" "0" "5" "15" "0" "2" "2" "2" "2" "2" "4" "29" "2" "2" "5" "0" "0" "2" "2" "0" "2" "0" "2" "4" "2" "0" "0" "3" "0" "5" "35" "2" "5"
"1865.130" "5" "0" "5" "15" "0" "2" "2" "2" "2" "2" "4" "29" "2" "2" "5" "0" "0" "2" "2" "2" "2" "0" "2" "4" "2" "0" "0" "0" "0" "5" "35" "2" "5"
"1865.131" "5" "0" "5" "0" "0" "2" "2" "2" "2" "2" "4" "29" "2" "2" "5" "0" "4" "2" "2" "0" "2" "0" "2" "4" "2" "0" "0" "0" "0" "5" "35" "2" "5"
"1865.132" "5" "0" "5" "0" "0" "2" "2" "2" "2" "2" "4" "29" "2" "2" "5" "0" "2" "2" "2" "0" "2" "0" "2" "4" "2" "0" "0" "0" "2" "5" "35" "2" "5"
"1865.133" "5" "3" "5" "2" "0" "2" "2" "2" "2" "2" "4" "29" "2" "2" "5" "0" "0" "0" "2" "0" "2" "0" "2" "4" "2" "3" "0" "0" "0" "5" "35" "2" "5"
"1865.134" "5" "0" "5" "0" "0" "2" "2" "2" "2" "2" "4" "29" "2" "2" "5" "0" "0" "0" "2" "0" "2" "0" "2" "4" "2" "0" "0" "0" "0" "5" "35" "2" "5"
"1865.135" "5" "0" "5" "0" "0" "2" "2" "2" "2" "2" "4" "29" "2" "2" "5" "0" "0" "0" "2" "0" "2" "0" "2" "4" "2" "0" "2" "0" "0" "5" "35" "2" "5"
"1865.136" "5" "0" "5" "0" "0" "2" "2" "2" "2" "2" "4" "29" "2" "2" "5" "0" "0" "0" "2" "0" "2" "3" "2" "4" "2" "0" "0" "0" "0" "5" "35" "2" "5"
"1865.137" "5" "0" "5" "0" "0" "2" "0" "2" "0" "3" "4" "29" "2" "2" "5" "0" "0" "0" "2" "0" "2" "3" "2" "2" "2" "29" "0" "0" "0" "5" "35" "2" "5"
"1865.138" "5" "0" "5" "0" "2" "2" "5" "2" "0" "0" "4" "29" "2" "2" "5" "0" "0" "0" "2" "0" "2" "5" "2" "3" "2" "29" "0" "0" "0" "5" "35" "2" "5"
"1865.139" "5" "0" "5" "0" "0" "2" "0" "2" "0" "2" "4" "29" "2" "2" "5" "0" "0" "0" "2" "0" "2" "2" "2" "0" "2" "29" "0" "0" "0" "5" "35" "2" "5"
"1865.140" "5" "0" "5" "0" "0" "2" "0" "2" "0" "2" "4" "29" "2" "2" "5" "0" "0" "0" "2" "0" "2" "2" "2" "9" "2" "29" "0" "0" "0" "5" "35" "2" "5"
"1865.141" "5" "0" "5" "33" "0" "2" "0" "2" "0" "0" "4" "29" "2" "2" "5" "0" "0" "0" "2" "2" "2" "5" "2" "0" "2" "0" "2" "0" "5" "5" "35" "2" "5"
"1865.142" "5" "0" "5" "33" "0" "2" "0" "2" "0" "0" "4" "29" "2" "2" "5" "0" "0" "0" "2" "2" "2" "5" "2" "0" "2" "10" "2" "0" "0" "5" "35" "2" "5"
"1865.143" "5" "0" "5" "33" "0" "2" "0" "2" "0" "0" "4" "29" "2" "2" "5" "0" "0" "0" "2" "2" "2" "0" "2" "0" "2" "0" "2" "5" "0" "5" "35" "2" "5"
"1865.144" "5" "0" "5" "33" "0" "2" "0" "2" "0" "0" "4" "29" "2" "2" "5" "0" "0" "0" "2" "2" "2" "0" "2" "0" "2" "0" "2" "0" "0" "5" "35" "2" "5"
"1865.145" "5" "0" "5" "5" "0" "2" "3" "2" "2" "2" "4" "29" "13" "2" "5" "0" "0" "5" "2" "2" "0" "0" "2" "0" "2" "0" "5" "2" "3" "5" "0" "2" "5"
"1865.146" "5" "2" "5" "5" "0" "2" "3" "2" "0" "0" "4" "29" "13" "2" "5" "0" "0" "5" "2" "2" "0" "0" "2" "0" "2" "0" "0" "2" "3" "5" "0" "2" "5"
"1865.147" "5" "0" "5" "5" "0" "2" "0" "2" "0" "0" "4" "29" "13" "2" "5" "0" "0" "5" "2" "0" "2" "0" "2" "5" "2" "0" "0" "0" "3" "5" "0" "2" "5"
"1865.148" "5" "0" "5" "5" "0" "2" "0" "2" "0" "0" "4" "29" "13" "2" "5" "2" "0" "5" "2" "0" "0" "0" "2" "0" "2" "0" "0" "0" "3" "5" "0" "2" "5"
"1865.149" "5" "0" "5" "0" "0" "2" "0" "2" "0" "0" "4" "29" "13" "2" "5" "5" "0" "0" "2" "0" "0" "0" "2" "0" "2" "0" "0" "11" "3" "5" "3" "2" "5"
"1865.150" "5" "0" "5" "0" "0" "2" "0" "2" "17" "0" "4" "29" "13" "2" "5" "5" "0" "0" "2" "0" "0" "0" "2" "0" "2" "0" "0" "0" "3" "5" "0" "2" "5"
"1865.151" "5" "0" "5" "0" "0" "2" "5" "2" "0" "0" "4" "29" "13" "2" "5" "5" "0" "0" "2" "0" "0" "0" "2" "0" "2" "0" "0" "0" "3" "5" "0" "2" "5"
"1865.152" "5" "3" "5" "5" "0" "2" "5" "2" "25" "0" "4" "29" "13" "2" "5" "5" "0" "0" "2" "2" "0" "0" "2" "0" "2" "0" "0" "0" "3" "5" "0" "2" "5"
"1865.153" "5" "0" "5" "2" "0" "2" "5" "2" "2" "0" "4" "29" "2" "2" "5" "0" "0" "8" "2" "5" "0" "5" "2" "0" "2" "5" "0" "2" "3" "5" "2" "2" "5"
"1865.154" "5" "0" "5" "2" "0" "2" "5" "2" "0" "0" "4" "29" "2" "2" "5" "0" "0" "0" "2" "5" "0" "5" "2" "0" "2" "5" "0" "2" "3" "5" "2" "2" "5"
"1865.155" "5" "5" "5" "2" "0" "2" "5" "2" "0" "2" "4" "29" "2" "2" "5" "0" "0" "0" "2" "5" "0" "5" "2" "0" "2" "5" "0" "2" "3" "5" "2" "2" "5"
"1865.156" "5" "5" "5" "2" "0" "2" "5" "2" "0" "0" "4" "29" "2" "2" "5" "0" "0" "0" "2" "5" "0" "5" "2" "0" "2" "5" "0" "2" "3" "5" "2" "2" "5"
"1865.157" "5" "2" "5" "0" "0" "2" "5" "2" "2" "2" "4" "29" "0" "2" "5" "0" "0" "2" "2" "2" "2" "0" "2" "0" "2" "2" "0" "2" "3" "5" "2" "2" "5"
"1865.158" "5" "2" "5" "0" "0" "2" "5" "2" "2" "0" "4" "29" "0" "2" "5" "5" "2" "2" "2" "2" "0" "0" "2" "0" "2" "2" "0" "2" "3" "5" "2" "2" "5"
"1865.159" "5" "2" "5" "3" "2" "2" "5" "2" "2" "0" "4" "29" "0" "2" "5" "0" "0" "0" "2" "0" "0" "0" "2" "0" "2" "0" "0" "2" "3" "5" "2" "2" "5"
"1865.160" "5" "2" "5" "3" "0" "2" "5" "2" "2" "0" "4" "29" "0" "2" "5" "2" "2" "5" "2" "0" "0" "0" "2" "0" "2" "0" "0" "2" "3" "5" "2" "2" "5"
"1865.161" "5" "0" "5" "0" "5" "2" "0" "2" "8" "0" "4" "29" "0" "2" "5" "0" "2" "12" "2" "0" "2" "2" "4" "2" "0" "2" "0" "0" "16" "5" "0" "0" "5"
"1865.162" "5" "0" "5" "0" "5" "2" "0" "2" "8" "2" "4" "29" "0" "2" "5" "0" "2" "12" "2" "0" "2" "0" "4" "2" "0" "2" "0" "0" "16" "5" "0" "0" "5"
"1865.163" "5" "0" "5" "0" "5" "2" "0" "2" "8" "0" "4" "29" "0" "2" "5" "0" "2" "12" "2" "2" "2" "0" "4" "0" "3" "2" "0" "2" "16" "5" "0" "5" "5"
"1865.164" "5" "0" "5" "0" "5" "2" "0" "2" "8" "0" "4" "29" "0" "2" "5" "0" "2" "12" "2" "2" "2" "0" "4" "0" "0" "2" "5" "0" "16" "5" "0" "5" "5"
"1865.165" "5" "2" "5" "5" "5" "0" "0" "2" "8" "2" "4" "29" "30" "2" "5" "2" "2" "12" "2" "0" "2" "0" "4" "5" "0" "2" "2" "0" "16" "5" "0" "0" "5"
"1865.166" "5" "4" "5" "0" "5" "0" "0" "2" "8" "2" "4" "29" "30" "2" "5" "0" "2" "12" "2" "0" "2" "0" "4" "0" "3" "2" "2" "0" "16" "5" "0" "0" "5"
"1865.167" "5" "0" "5" "0" "5" "0" "0" "2" "8" "2" "4" "29" "0" "2" "5" "4" "2" "12" "2" "0" "2" "0" "4" "0" "0" "2" "2" "0" "16" "5" "0" "0" "5"
"1865.168" "5" "0" "5" "0" "5" "3" "0" "2" "8" "2" "4" "29" "0" "2" "5" "0" "2" "12" "2" "0" "2" "0" "4" "0" "0" "2" "2" "0" "16" "5" "0" "0" "5"
"1865.169" "5" "0" "5" "0" "5" "0" "0" "2" "8" "0" "4" "29" "7" "2" "5" "4" "2" "12" "2" "5" "0" "2" "4" "0" "0" "2" "0" "0" "16" "5" "0" "3" "5"
"1865.170" "5" "0" "5" "0" "5" "0" "0" "2" "8" "0" "4" "29" "7" "2" "5" "4" "2" "12" "2" "5" "0" "2" "4" "0" "6" "2" "0" "0" "16" "5" "0" "0" "5"
"1865.171" "5" "0" "5" "0" "5" "0" "0" "2" "8" "0" "4" "29" "0" "2" "5" "4" "2" "12" "2" "5" "0" "2" "4" "0" "0" "2" "0" "0" "16" "5" "2" "0" "5"
"1865.172" "5" "0" "5" "0" "5" "0" "0" "2" "8" "0" "4" "29" "0" "2" "5" "4" "2" "12" "2" "5" "4" "2" "4" "0" "0" "2" "0" "0" "16" "5" "2" "0" "5"
"1865.173" "5" "0" "5" "0" "5" "0" "0" "2" "8" "0" "4" "29" "0" "2" "5" "4" "2" "12" "2" "0" "0" "2" "4" "2" "0" "2" "0" "2" "16" "5" "2" "4" "5"
"1865.174" "5" "0" "5" "0" "5" "0" "0" "2" "8" "0" "4" "29" "0" "2" "5" "4" "2" "12" "2" "0" "0" "2" "4" "0" "0" "2" "0" "2" "16" "5" "0" "4" "5"
"1865.175" "5" "0" "5" "0" "5" "0" "0" "2" "8" "5" "4" "29" "0" "2" "5" "4" "2" "12" "2" "0" "0" "2" "4" "0" "0" "2" "0" "0" "16" "5" "0" "4" "5"
"1865.176" "5" "0" "5" "0" "5" "2" "0" "2" "8" "0" "4" "29" "0" "2" "5" "4" "2" "12" "2" "0" "0" "2" "4" "0" "0" "2" "0" "0" "16" "5" "0" "4" "5"
"1865.177" "5" "2" "5" "49" "3" "4" "0" "2" "0" "0" "4" "29" "0" "2" "5" "5" "2" "2" "2" "5" "2" "2" "4" "0" "9" "0" "4" "0" "0" "5" "0" "5" "5"
"1865.178" "5" "2" "5" "49" "3" "0" "0" "2" "2" "0" "4" "29" "2" "2" "5" "0" "2" "2" "2" "5" "2" "2" "4" "0" "9" "0" "4" "0" "0" "5" "0" "5" "5"
"1865.179" "5" "0" "5" "49" "3" "0" "2" "2" "0" "2" "4" "29" "0" "2" "5" "0" "2" "2" "2" "5" "2" "2" "4" "0" "9" "0" "0" "5" "0" "5" "0" "0" "5"
"1865.180" "5" "0" "5" "49" "3" "0" "2" "2" "0" "2" "4" "29" "0" "2" "5" "0" "2" "2" "2" "5" "2" "2" "4" "0" "9" "0" "0" "0" "2" "5" "0" "0" "5"
"1865.181" "5" "0" "5" "49" "0" "5" "0" "2" "0" "0" "4" "29" "0" "2" "5" "0" "2" "2" "2" "5" "2" "2" "4" "0" "9" "2" "2" "0" "0" "5" "0" "0" "5"
"1865.182" "5" "0" "5" "49" "0" "0" "0" "2" "0" "0" "4" "29" "0" "2" "5" "0" "2" "2" "2" "5" "2" "2" "4" "0" "9" "2" "2" "0" "0" "5" "0" "0" "5"
"1865.183" "5" "2" "5" "49" "0" "0" "0" "2" "0" "0" "4" "29" "0" "2" "5" "0" "2" "2" "2" "5" "2" "2" "4" "0" "9" "2" "2" "0" "0" "5" "0" "0" "5"
"1865.184" "5" "0" "5" "49" "0" "0" "0" "2" "0" "0" "4" "29" "0" "2" "5" "0" "2" "2" "2" "5" "2" "2" "4" "0" "9" "2" "2" "0" "0" "5" "0" "0" "5"
"1865.185" "5" "0" "5" "49" "0" "0" "0" "2" "0" "0" "4" "29" "0" "2" "5" "0" "2" "0" "2" "5" "2" "2" "4" "0" "9" "0" "0" "0" "0" "5" "0" "0" "5"
"1865.186" "5" "0" "5" "49" "0" "0" "0" "2" "0" "0" "4" "29" "0" "2" "5" "0" "2" "0" "2" "5" "2" "2" "4" "2" "9" "0" "0" "0" "0" "5" "0" "0" "5"
"1865.187" "5" "0" "5" "49" "0" "0" "0" "2" "0" "2" "4" "29" "2" "2" "5" "0" "2" "0" "2" "5" "2" "2" "4" "3" "9" "2" "5" "0" "0" "5" "0" "0" "5"
"1865.188" "5" "0" "5" "49" "0" "0" "0" "2" "0" "0" "4" "29" "2" "2" "5" "0" "2" "0" "2" "5" "2" "2" "4" "3" "9" "2" "5" "0" "0" "5" "0" "0" "5"
"1865.189" "5" "0" "5" "49" "0" "0" "0" "2" "4" "0" "4" "29" "3" "2" "5" "0" "2" "3" "2" "5" "2" "2" "4" "0" "9" "2" "0" "0" "0" "5" "2" "0" "5"
"1865.190" "5" "0" "5" "49" "0" "0" "0" "2" "0" "0" "4" "29" "3" "2" "5" "9" "2" "3" "2" "5" "2" "2" "4" "0" "9" "2" "0" "2" "0" "5" "0" "0" "5"
"1865.191" "5" "0" "5" "49" "0" "0" "0" "2" "0" "3" "4" "29" "0" "2" "5" "2" "2" "0" "2" "5" "2" "2" "4" "0" "9" "0" "0" "0" "4" "5" "0" "0" "5"
"1865.192" "5" "0" "5" "49" "0" "0" "10" "2" "2" "0" "4" "29" "0" "2" "5" "0" "2" "0" "2" "5" "2" "2" "4" "0" "9" "0" "0" "2" "0" "5" "0" "0" "5"
"1865.193" "2" "2" "5" "3" "0" "0" "2" "2" "0" "5" "4" "29" "0" "2" "3" "0" "2" "0" "2" "0" "0" "0" "0" "6" "0" "2" "0" "0" "2" "5" "0" "2" "5"
"1865.194" "2" "2" "5" "0" "3" "0" "2" "2" "2" "5" "4" "29" "0" "2" "3" "0" "2" "0" "2" "0" "0" "5" "0" "6" "0" "2" "0" "0" "2" "5" "0" "2" "5"
"1865.195" "2" "2" "5" "0" "0" "0" "2" "2" "0" "5" "4" "29" "0" "2" "3" "0" "2" "0" "2" "0" "0" "0" "0" "6" "15" "2" "0" "0" "2" "5" "0" "2" "5"
"1865.196" "2" "2" "5" "2" "45" "0" "2" "2" "0" "5" "4" "29" "0" "2" "3" "0" "2" "0" "2" "0" "2" "0" "0" "6" "0" "2" "0" "0" "2" "5" "0" "2" "5"
"1865.197" "2" "2" "5" "12" "59" "0" "2" "2" "0" "5" "4" "29" "0" "2" "0" "0" "2" "0" "2" "0" "9" "0" "0" "6" "0" "2" "0" "0" "2" "5" "8" "2" "5"
"1865.198" "2" "2" "5" "12" "0" "0" "2" "2" "0" "5" "4" "29" "0" "2" "0" "0" "0" "0" "2" "0" "9" "0" "0" "6" "0" "2" "0" "0" "2" "5" "8" "2" "5"
"1865.199" "2" "2" "5" "0" "0" "0" "2" "2" "0" "5" "4" "29" "0" "2" "0" "0" "0" "0" "2" "0" "9" "5" "0" "6" "0" "2" "2" "2" "2" "5" "8" "2" "5"
"1865.200" "2" "2" "5" "0" "0" "0" "2" "2" "0" "5" "4" "29" "0" "2" "0" "0" "13" "0" "2" "0" "9" "0" "0" "6" "0" "2" "2" "0" "2" "5" "8" "2" "5"
"1865.201" "2" "2" "5" "0" "0" "4" "0" "2" "0" "5" "4" "29" "0" "2" "0" "0" "2" "2" "2" "0" "3" "3" "4" "0" "0" "2" "3" "0" "0" "5" "0" "2" "5"
"1865.202" "2" "2" "5" "0" "0" "4" "0" "2" "0" "5" "4" "29" "0" "2" "2" "2" "2" "2" "2" "0" "0" "0" "4" "0" "0" "2" "3" "0" "0" "5" "0" "2" "5"
"1865.203" "2" "2" "5" "10" "0" "0" "0" "2" "7" "5" "4" "29" "0" "2" "0" "0" "2" "2" "2" "0" "0" "0" "4" "0" "0" "2" "3" "0" "0" "5" "0" "2" "5"
"1865.204" "2" "2" "5" "10" "0" "0" "0" "2" "7" "5" "4" "29" "0" "2" "0" "0" "2" "2" "2" "0" "0" "0" "4" "0" "5" "2" "3" "0" "0" "5" "0" "2" "5"
"1865.205" "2" "2" "5" "0" "0" "0" "0" "2" "0" "5" "4" "29" "2" "2" "5" "0" "2" "2" "2" "0" "0" "0" "4" "0" "0" "2" "3" "0" "0" "5" "0" "2" "5"
"1865.206" "2" "2" "5" "0" "0" "0" "0" "2" "0" "5" "4" "29" "2" "2" "0" "0" "2" "2" "2" "0" "0" "0" "4" "0" "0" "2" "3" "0" "0" "5" "0" "2" "5"
"1865.207" "2" "2" "5" "0" "2" "0" "0" "2" "0" "5" "4" "29" "2" "2" "0" "0" "2" "2" "2" "0" "0" "0" "4" "0" "3" "2" "3" "0" "8" "5" "0" "2" "5"
"1865.208" "2" "2" "5" "0" "2" "0" "0" "2" "0" "5" "4" "29" "2" "2" "0" "0" "2" "2" "2" "0" "0" "0" "4" "0" "0" "2" "3" "0" "0" "5" "0" "2" "5"
"1865.209" "0" "19" "5" "2" "0" "13" "0" "2" "0" "5" "4" "29" "0" "2" "0" "0" "0" "2" "2" "3" "8" "2" "13" "0" "11" "2" "5" "0" "0" "5" "2" "2" "5"
"1865.210" "0" "19" "5" "2" "5" "13" "0" "2" "0" "5" "4" "29" "0" "2" "0" "0" "0" "2" "2" "0" "0" "2" "13" "0" "11" "2" "5" "3" "0" "5" "2" "0" "5"
"1865.211" "2" "19" "5" "2" "0" "0" "0" "2" "0" "5" "4" "29" "0" "2" "0" "0" "0" "0" "2" "0" "0" "2" "0" "2" "0" "2" "5" "0" "0" "5" "2" "0" "5"
"1865.212" "0" "19" "5" "2" "0" "0" "0" "2" "0" "5" "4" "29" "0" "2" "0" "0" "0" "0" "2" "0" "0" "2" "0" "2" "0" "2" "5" "0" "0" "5" "2" "0" "5"
"1865.213" "4" "19" "5" "2" "0" "0" "0" "2" "0" "5" "4" "29" "0" "2" "0" "0" "73" "0" "2" "0" "0" "2" "0" "4" "0" "2" "0" "0" "0" "5" "2" "0" "5"
"1865.214" "4" "19" "5" "2" "0" "0" "0" "2" "3" "5" "4" "29" "0" "2" "0" "0" "73" "0" "2" "0" "0" "2" "0" "0" "0" "2" "0" "0" "0" "5" "2" "0" "5"
"1865.215" "4" "19" "5" "2" "0" "0" "0" "2" "0" "5" "4" "29" "0" "2" "0" "0" "3" "0" "2" "0" "0" "2" "2" "0" "0" "2" "4" "0" "0" "5" "2" "0" "5"
"1865.216" "4" "19" "5" "2" "0" "0" "2" "2" "0" "5" "4" "29" "0" "2" "0" "0" "3" "0" "2" "0" "0" "2" "0" "0" "0" "2" "4" "0" "0" "5" "2" "0" "5"
"1865.217" "5" "19" "5" "2" "45" "3" "0" "2" "0" "5" "4" "29" "0" "2" "0" "0" "0" "0" "2" "0" "0" "3" "0" "2" "3" "2" "0" "0" "3" "5" "49" "0" "5"
"1865.218" "5" "19" "5" "2" "45" "0" "0" "2" "0" "5" "4" "29" "0" "2" "0" "0" "2" "0" "2" "2" "2" "0" "2" "2" "3" "2" "2" "0" "3" "5" "0" "0" "5"
"1865.219" "5" "19" "5" "2" "0" "7" "0" "2" "2" "5" "4" "29" "0" "2" "0" "0" "2" "0" "2" "0" "0" "0" "4" "2" "0" "2" "2" "0" "3" "5" "2" "0" "5"
"1865.220" "5" "19" "5" "2" "0" "0" "0" "2" "2" "5" "4" "29" "2" "2" "0" "0" "2" "0" "2" "0" "0" "0" "4" "2" "0" "2" "0" "2" "3" "5" "0" "0" "5"
"1865.221" "2" "19" "5" "2" "0" "0" "0" "2" "0" "5" "4" "29" "0" "2" "0" "0" "9" "0" "2" "0" "3" "0" "0" "0" "0" "2" "0" "0" "0" "5" "0" "0" "5"
"1865.222" "2" "19" "5" "2" "0" "0" "0" "2" "0" "5" "4" "29" "0" "2" "0" "0" "9" "0" "2" "0" "0" "0" "0" "0" "2" "2" "0" "2" "0" "5" "0" "56" "5"
"1865.223" "0" "19" "5" "2" "0" "0" "0" "2" "0" "5" "4" "29" "2" "2" "2" "0" "0" "0" "2" "0" "0" "0" "0" "2" "8" "2" "0" "0" "0" "5" "3" "0" "5"
"1865.224" "0" "19" "5" "2" "0" "0" "0" "2" "0" "5" "4" "29" "2" "2" "2" "0" "0" "0" "2" "0" "0" "0" "0" "2" "8" "2" "0" "0" "0" "5" "3" "4" "5"
"1865.225" "5" "0" "5" "0" "5" "2" "0" "2" "85" "0" "4" "29" "0" "2" "0" "0" "0" "0" "2" "4" "3" "0" "2" "2" "0" "0" "0" "2" "0" "5" "0" "9" "5"
"1865.226" "5" "0" "5" "0" "5" "2" "0" "2" "0" "0" "4" "29" "0" "2" "0" "0" "0" "0" "2" "4" "0" "0" "2" "2" "2" "0" "0" "2" "0" "5" "0" "9" "5"
"1865.227" "5" "0" "5" "0" "5" "2" "0" "2" "0" "3" "4" "29" "0" "2" "0" "0" "0" "3" "2" "4" "0" "0" "0" "2" "2" "0" "0" "2" "0" "5" "2" "9" "5"
"1865.228" "5" "0" "5" "0" "5" "0" "0" "2" "0" "3" "4" "29" "0" "2" "0" "0" "0" "3" "2" "4" "0" "0" "0" "2" "2" "2" "0" "2" "0" "5" "2" "9" "5"
"1865.229" "5" "0" "5" "0" "5" "0" "0" "2" "0" "0" "4" "29" "0" "2" "0" "0" "0" "2" "2" "4" "5" "8" "0" "2" "0" "0" "2" "2" "0" "5" "0" "9" "5"
"1865.230" "5" "0" "5" "0" "5" "0" "3" "2" "0" "0" "4" "29" "0" "2" "0" "2" "0" "2" "2" "4" "5" "0" "0" "2" "0" "0" "0" "2" "0" "5" "0" "9" "5"
"1865.231" "5" "0" "5" "0" "5" "0" "2" "2" "0" "0" "4" "29" "0" "2" "0" "0" "0" "0" "2" "4" "5" "0" "0" "2" "0" "2" "0" "2" "5" "5" "0" "9" "5"
"1865.232" "5" "0" "5" "0" "5" "0" "0" "2" "2" "4" "4" "29" "0" "2" "0" "0" "0" "0" "2" "4" "5" "0" "0" "2" "0" "2" "0" "2" "5" "5" "0" "9" "5"
"1865.233" "5" "0" "5" "0" "0" "5" "0" "2" "0" "0" "4" "29" "0" "2" "2" "0" "0" "2" "2" "2" "0" "0" "0" "2" "2" "0" "0" "2" "0" "5" "0" "9" "5"
"1865.234" "5" "0" "5" "0" "0" "5" "3" "2" "0" "0" "4" "29" "0" "2" "2" "0" "0" "2" "2" "0" "0" "0" "0" "2" "2" "0" "2" "2" "0" "5" "0" "9" "5"
"1865.235" "5" "0" "5" "0" "0" "5" "26" "2" "0" "0" "4" "29" "0" "2" "2" "0" "0" "2" "2" "0" "0" "0" "0" "2" "2" "0" "0" "2" "27" "5" "0" "9" "5"
"1865.236" "5" "0" "5" "0" "0" "5" "26" "2" "0" "0" "4" "29" "0" "2" "2" "0" "0" "2" "2" "0" "0" "0" "0" "2" "2" "0" "5" "2" "27" "5" "0" "9" "5"
"1865.237" "5" "2" "5" "2" "2" "0" "0" "2" "0" "5" "4" "29" "0" "2" "0" "10" "0" "0" "2" "0" "0" "0" "0" "2" "2" "8" "0" "2" "56" "5" "0" "9" "5"
"1865.238" "5" "2" "5" "0" "2" "0" "0" "2" "0" "5" "4" "29" "0" "2" "0" "10" "0" "0" "2" "0" "0" "5" "0" "2" "2" "0" "0" "2" "56" "5" "0" "9" "5"
"1865.239" "5" "2" "5" "0" "2" "0" "0" "2" "0" "5" "4" "29" "0" "2" "0" "10" "0" "0" "2" "0" "0" "0" "0" "2" "2" "0" "0" "2" "0" "5" "0" "9" "5"
"1865.240" "5" "2" "5" "0" "2" "0" "0" "2" "0" "5" "4" "29" "2" "2" "0" "10" "0" "0" "2" "0" "0" "0" "0" "2" "2" "0" "0" "2" "0" "5" "0" "9" "5"
"1865.241" "0" "0" "5" "2" "0" "4" "0" "2" "0" "2" "4" "29" "0" "2" "2" "2" "0" "5" "2" "0" "0" "0" "0" "2" "2" "0" "7" "15" "0" "5" "20" "9" "5"
"1865.242" "0" "0" "5" "3" "0" "4" "4" "2" "0" "2" "4" "29" "0" "2" "0" "2" "0" "5" "2" "0" "0" "0" "0" "2" "2" "0" "0" "0" "0" "5" "20" "9" "5"
"1865.243" "0" "0" "5" "0" "0" "4" "0" "2" "0" "2" "4" "29" "0" "2" "0" "2" "0" "5" "2" "0" "0" "2" "0" "2" "2" "0" "0" "0" "0" "5" "20" "9" "5"
"1865.244" "0" "0" "5" "0" "0" "4" "0" "2" "0" "2" "4" "29" "0" "2" "0" "2" "0" "5" "2" "0" "0" "2" "0" "2" "2" "21" "0" "0" "0" "5" "20" "9" "5"
"1865.245" "2" "0" "5" "0" "0" "4" "0" "2" "0" "2" "4" "29" "0" "2" "5" "0" "13" "5" "2" "0" "2" "0" "0" "2" "2" "3" "0" "0" "0" "5" "20" "9" "5"
"1865.246" "2" "2" "5" "0" "0" "4" "0" "2" "0" "2" "4" "29" "0" "2" "5" "0" "0" "5" "2" "2" "2" "0" "0" "2" "2" "3" "0" "0" "0" "5" "20" "9" "5"
"1865.247" "2" "0" "5" "0" "0" "4" "0" "2" "0" "2" "4" "29" "0" "2" "10" "2" "0" "5" "2" "0" "0" "0" "0" "2" "2" "3" "0" "0" "5" "5" "20" "9" "5"
"1865.248" "2" "0" "5" "0" "0" "4" "0" "2" "0" "2" "4" "29" "0" "2" "10" "2" "0" "5" "2" "0" "2" "12" "0" "2" "2" "3" "0" "0" "0" "5" "20" "9" "5"
"1865.249" "0" "37" "5" "0" "0" "0" "2" "2" "2" "2" "4" "29" "0" "2" "2" "0" "0" "0" "2" "2" "2" "2" "2" "2" "2" "0" "2" "4" "0" "5" "0" "9" "5"
"1865.250" "0" "37" "5" "0" "0" "0" "2" "2" "2" "2" "4" "29" "0" "2" "2" "0" "0" "0" "2" "2" "2" "2" "2" "2" "2" "0" "2" "4" "0" "5" "0" "9" "5"
"1865.251" "0" "37" "5" "0" "0" "0" "0" "2" "2" "2" "4" "29" "0" "2" "0" "0" "2" "2" "2" "15" "2" "2" "2" "2" "2" "0" "0" "4" "0" "5" "0" "9" "5"
"1865.252" "0" "37" "5" "0" "0" "0" "0" "2" "2" "2" "4" "29" "0" "2" "0" "0" "2" "2" "2" "15" "2" "2" "0" "2" "2" "0" "0" "4" "0" "5" "0" "9" "5"
"1865.253" "0" "2" "5" "0" "0" "0" "0" "2" "0" "2" "4" "29" "2" "2" "0" "0" "0" "0" "2" "0" "2" "2" "0" "2" "2" "2" "2" "4" "3" "5" "2" "9" "5"
"1865.254" "5" "2" "5" "0" "0" "0" "0" "2" "0" "2" "4" "29" "2" "2" "0" "0" "0" "4" "2" "0" "2" "2" "0" "2" "2" "2" "0" "4" "0" "5" "2" "9" "5"
"1865.255" "0" "0" "5" "19" "4" "2" "0" "2" "0" "2" "4" "29" "2" "2" "0" "0" "2" "0" "2" "0" "2" "2" "6" "2" "2" "2" "0" "4" "0" "5" "2" "9" "5"
