"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33"
"447.176" "0" "5" "0" "0" "0" "4" "2" "2" "2" "0" "2" "0" "2" "0" "6" "2" "2" "0" "2" "0" "2" "2" "2" "0" "2" "2" "2" "2" "3" "0" "0" "11" "3"
"447.177" "0" "13" "5" "5" "0" "4" "2" "2" "2" "0" "2" "0" "5" "0" "6" "2" "2" "2" "0" "5" "0" "3" "0" "0" "2" "2" "2" "2" "2" "0" "0" "11" "3"
"447.178" "0" "0" "5" "5" "0" "4" "2" "2" "2" "0" "2" "0" "5" "0" "6" "2" "2" "2" "0" "5" "0" "3" "0" "0" "2" "2" "2" "2" "2" "0" "0" "11" "3"
"447.179" "0" "3" "5" "5" "0" "4" "2" "2" "2" "0" "2" "0" "5" "0" "6" "2" "2" "2" "0" "0" "0" "3" "0" "0" "2" "2" "2" "2" "2" "0" "0" "11" "3"
"447.180" "0" "3" "5" "5" "0" "4" "2" "2" "2" "0" "2" "0" "5" "2" "6" "2" "2" "2" "0" "0" "0" "3" "0" "0" "2" "2" "2" "2" "2" "0" "0" "11" "3"
"447.181" "0" "0" "5" "5" "0" "4" "0" "2" "2" "0" "2" "0" "5" "0" "6" "2" "2" "2" "0" "0" "0" "3" "0" "0" "2" "2" "2" "2" "2" "0" "0" "11" "3"
"447.182" "0" "0" "5" "5" "0" "4" "0" "2" "2" "0" "2" "0" "5" "0" "6" "2" "2" "2" "0" "0" "0" "3" "0" "0" "2" "2" "2" "2" "2" "0" "0" "11" "3"
"447.183" "0" "0" "5" "5" "0" "4" "0" "2" "2" "4" "2" "5" "5" "0" "6" "2" "2" "2" "0" "0" "0" "3" "0" "0" "2" "2" "2" "2" "2" "4" "0" "11" "3"
"447.184" "0" "0" "5" "5" "0" "4" "0" "2" "2" "4" "2" "0" "5" "0" "6" "2" "2" "2" "0" "0" "0" "3" "0" "0" "2" "2" "2" "2" "2" "0" "0" "11" "3"
"447.185" "0" "4" "5" "0" "0" "4" "0" "2" "2" "0" "2" "0" "5" "0" "6" "2" "2" "0" "2" "0" "2" "0" "2" "0" "2" "2" "2" "2" "2" "0" "0" "11" "3"
"447.186" "0" "4" "5" "0" "0" "4" "0" "2" "2" "0" "2" "0" "5" "2" "6" "2" "2" "2" "2" "0" "2" "0" "2" "3" "2" "2" "2" "2" "2" "2" "0" "11" "3"
"447.187" "8" "4" "5" "0" "0" "4" "0" "2" "2" "0" "2" "5" "5" "0" "6" "2" "2" "0" "2" "0" "0" "5" "2" "0" "2" "2" "2" "2" "2" "2" "0" "11" "3"
"447.188" "0" "4" "5" "0" "0" "4" "0" "2" "2" "0" "2" "0" "5" "0" "6" "2" "2" "5" "2" "0" "0" "5" "2" "0" "2" "2" "2" "2" "2" "2" "0" "11" "3"
"447.189" "0" "4" "5" "5" "0" "4" "0" "2" "2" "2" "2" "0" "5" "0" "6" "2" "2" "0" "2" "0" "0" "0" "2" "0" "2" "2" "2" "2" "2" "5" "0" "11" "3"
"447.190" "0" "4" "5" "0" "0" "4" "0" "2" "2" "2" "2" "0" "5" "0" "6" "2" "2" "0" "0" "0" "0" "0" "2" "0" "2" "2" "2" "2" "2" "0" "0" "11" "3"
"447.191" "0" "4" "5" "2" "2" "4" "0" "2" "2" "2" "2" "0" "5" "0" "6" "2" "2" "0" "0" "0" "0" "0" "2" "0" "2" "2" "2" "2" "2" "3" "0" "11" "3"
"447.192" "0" "4" "5" "2" "0" "4" "0" "2" "2" "2" "2" "0" "5" "0" "6" "2" "2" "0" "0" "0" "2" "0" "2" "0" "2" "2" "2" "2" "2" "0" "0" "11" "3"
"447.193" "5" "0" "2" "0" "2" "2" "0" "0" "2" "0" "2" "5" "0" "2" "3" "2" "4" "2" "4" "2" "4" "0" "6" "0" "2" "0" "2" "12" "0" "5" "0" "2" "3"
"447.194" "5" "0" "2" "0" "2" "2" "0" "0" "2" "0" "2" "5" "0" "2" "3" "2" "4" "2" "4" "2" "4" "0" "6" "0" "2" "0" "2" "12" "0" "5" "0" "2" "3"
"447.195" "0" "0" "2" "0" "2" "2" "0" "3" "2" "0" "2" "5" "4" "2" "0" "2" "4" "2" "4" "2" "4" "2" "6" "4" "2" "0" "2" "12" "0" "5" "2" "0" "3"
"447.196" "0" "0" "2" "0" "2" "2" "2" "3" "2" "2" "2" "5" "0" "2" "0" "2" "4" "2" "4" "2" "4" "2" "6" "0" "2" "0" "2" "12" "0" "5" "0" "0" "3"
"447.197" "0" "0" "2" "0" "0" "2" "2" "0" "2" "2" "2" "5" "0" "2" "2" "2" "4" "2" "4" "2" "4" "0" "6" "6" "2" "0" "2" "0" "0" "5" "5" "0" "3"
"447.198" "0" "3" "2" "0" "0" "2" "0" "0" "2" "0" "2" "5" "0" "2" "2" "2" "4" "2" "4" "2" "4" "0" "6" "6" "2" "0" "2" "0" "0" "5" "0" "0" "3"
"447.199" "5" "2" "2" "0" "12" "2" "0" "0" "2" "0" "2" "5" "0" "2" "3" "2" "4" "2" "4" "0" "4" "0" "6" "6" "2" "2" "2" "0" "0" "5" "0" "0" "3"
"447.200" "5" "0" "2" "0" "12" "2" "0" "0" "2" "0" "2" "5" "0" "2" "3" "2" "4" "2" "4" "0" "4" "0" "6" "6" "2" "2" "2" "0" "0" "5" "0" "0" "3"
"447.201" "0" "0" "2" "26" "2" "2" "0" "0" "2" "0" "2" "0" "5" "2" "0" "2" "4" "2" "4" "0" "4" "0" "6" "0" "2" "2" "2" "3" "0" "5" "0" "16" "3"
"447.202" "0" "0" "2" "0" "2" "2" "0" "0" "2" "0" "2" "0" "5" "2" "0" "2" "4" "2" "4" "0" "4" "0" "6" "3" "2" "0" "2" "3" "0" "5" "0" "2" "3"
"447.203" "0" "0" "2" "2" "0" "2" "5" "0" "2" "0" "2" "5" "5" "0" "0" "2" "4" "2" "4" "0" "4" "0" "6" "0" "2" "2" "2" "0" "0" "5" "0" "0" "3"
"447.204" "2" "10" "2" "2" "0" "2" "5" "5" "2" "0" "2" "0" "5" "0" "0" "2" "4" "2" "4" "0" "4" "0" "6" "0" "2" "2" "2" "0" "0" "5" "10" "0" "3"
"447.205" "5" "0" "2" "0" "0" "2" "0" "0" "2" "0" "2" "0" "0" "0" "2" "2" "4" "2" "4" "0" "4" "0" "6" "0" "2" "2" "2" "0" "0" "5" "0" "5" "3"
"447.206" "0" "0" "2" "0" "0" "2" "0" "0" "2" "0" "2" "0" "0" "0" "0" "2" "4" "2" "4" "0" "4" "0" "6" "0" "2" "0" "2" "2" "4" "5" "0" "5" "3"
"447.207" "0" "0" "2" "0" "0" "2" "2" "0" "2" "5" "2" "5" "0" "0" "0" "2" "4" "2" "4" "0" "4" "0" "6" "0" "2" "0" "2" "0" "2" "5" "4" "0" "3"
"447.208" "3" "0" "2" "5" "0" "2" "2" "0" "2" "0" "2" "5" "0" "0" "0" "2" "4" "2" "4" "0" "4" "0" "6" "2" "2" "0" "2" "0" "0" "5" "0" "0" "3"
"447.209" "3" "8" "2" "0" "0" "2" "3" "2" "2" "118" "0" "0" "0" "0" "2" "2" "5" "0" "0" "0" "0" "0" "3" "0" "0" "3" "2" "0" "0" "2" "4" "0" "3"
"447.210" "3" "0" "2" "0" "0" "2" "3" "2" "2" "118" "0" "2" "0" "0" "2" "2" "5" "0" "0" "0" "0" "0" "3" "0" "0" "3" "2" "0" "0" "0" "4" "0" "3"
"447.211" "3" "2" "2" "0" "2" "2" "0" "2" "2" "118" "0" "0" "2" "0" "2" "2" "5" "2" "0" "0" "2" "0" "3" "0" "0" "3" "2" "0" "0" "0" "0" "0" "3"
"447.212" "3" "2" "2" "0" "2" "2" "0" "2" "2" "118" "0" "0" "0" "0" "2" "2" "5" "2" "0" "0" "2" "0" "3" "0" "0" "3" "2" "0" "0" "0" "0" "0" "3"
"447.213" "3" "0" "2" "0" "0" "2" "0" "2" "2" "118" "0" "0" "3" "0" "0" "2" "5" "0" "0" "2" "0" "0" "3" "2" "2" "3" "2" "0" "5" "0" "2" "0" "3"
"447.214" "3" "0" "2" "0" "0" "2" "0" "2" "2" "118" "0" "0" "3" "0" "0" "2" "5" "0" "0" "2" "0" "0" "3" "2" "2" "3" "2" "0" "5" "2" "2" "0" "3"
"447.215" "3" "0" "2" "5" "3" "2" "0" "2" "2" "118" "0" "4" "0" "0" "2" "2" "5" "4" "2" "2" "0" "0" "3" "5" "2" "3" "2" "0" "2" "0" "0" "3" "3"
"447.216" "3" "0" "2" "5" "0" "2" "0" "2" "2" "118" "0" "4" "0" "0" "2" "2" "5" "0" "2" "2" "0" "0" "3" "5" "0" "3" "2" "0" "2" "0" "0" "3" "3"
"447.217" "3" "4" "2" "0" "0" "2" "0" "2" "2" "0" "0" "0" "12" "2" "0" "2" "2" "0" "0" "0" "0" "0" "3" "0" "0" "3" "2" "0" "3" "0" "0" "0" "3"
"447.218" "3" "4" "2" "0" "0" "2" "0" "2" "2" "0" "0" "0" "12" "2" "0" "2" "2" "0" "0" "2" "0" "0" "3" "0" "0" "3" "2" "0" "3" "0" "0" "0" "3"
"447.219" "3" "4" "2" "0" "0" "2" "0" "2" "2" "0" "0" "0" "0" "2" "0" "2" "2" "0" "0" "0" "0" "0" "3" "0" "0" "3" "2" "0" "3" "0" "0" "5" "3"
"447.220" "3" "4" "2" "0" "0" "2" "0" "2" "2" "0" "0" "0" "0" "2" "0" "2" "2" "2" "0" "0" "0" "0" "3" "0" "0" "3" "2" "0" "3" "0" "0" "5" "3"
"447.221" "3" "4" "2" "2" "0" "2" "0" "0" "2" "5" "0" "2" "0" "2" "0" "2" "0" "0" "2" "2" "0" "0" "3" "0" "0" "3" "2" "3" "3" "0" "0" "0" "3"
"447.222" "3" "4" "2" "2" "0" "2" "0" "0" "2" "2" "0" "0" "4" "2" "0" "2" "0" "21" "2" "2" "0" "0" "3" "0" "0" "3" "2" "3" "3" "0" "0" "0" "3"
"447.223" "3" "4" "2" "3" "0" "2" "0" "0" "2" "0" "70" "0" "0" "2" "0" "2" "0" "3" "2" "2" "0" "0" "3" "0" "0" "3" "2" "3" "3" "0" "0" "2" "3"
"447.224" "3" "4" "2" "0" "0" "2" "0" "0" "2" "0" "0" "0" "0" "2" "0" "2" "2" "3" "2" "2" "0" "0" "3" "0" "0" "3" "2" "3" "3" "2" "2" "2" "3"
"447.225" "3" "2" "2" "0" "2" "0" "0" "2" "2" "0" "0" "2" "5" "4" "0" "2" "0" "2" "0" "2" "2" "0" "0" "0" "2" "3" "2" "0" "5" "0" "0" "0" "3"
"447.226" "3" "2" "2" "2" "2" "0" "0" "2" "2" "0" "0" "2" "5" "4" "0" "2" "0" "2" "0" "2" "2" "0" "0" "0" "2" "0" "2" "0" "5" "0" "0" "0" "3"
"447.227" "3" "2" "2" "0" "2" "0" "17" "2" "2" "0" "2" "2" "5" "4" "0" "2" "0" "2" "0" "2" "2" "0" "0" "0" "2" "0" "2" "0" "5" "0" "0" "0" "3"
"447.228" "3" "2" "2" "8" "2" "0" "17" "2" "2" "0" "2" "2" "5" "4" "0" "2" "0" "2" "0" "2" "2" "0" "0" "0" "2" "0" "2" "0" "5" "0" "0" "2" "3"
"447.229" "3" "2" "2" "0" "2" "0" "0" "2" "2" "0" "0" "2" "5" "4" "0" "2" "5" "2" "0" "2" "0" "0" "3" "0" "2" "0" "2" "0" "5" "2" "0" "0" "3"
"447.230" "3" "2" "2" "0" "2" "0" "0" "2" "2" "12" "0" "2" "5" "4" "0" "2" "5" "2" "2" "2" "0" "5" "3" "0" "2" "0" "2" "0" "5" "0" "0" "0" "3"
"447.231" "3" "2" "2" "0" "2" "0" "0" "2" "2" "0" "0" "2" "5" "4" "0" "2" "5" "2" "2" "2" "0" "0" "3" "0" "2" "0" "2" "106" "5" "0" "0" "0" "3"
"447.232" "3" "2" "2" "0" "2" "0" "0" "2" "2" "0" "0" "2" "5" "4" "0" "2" "5" "2" "2" "2" "0" "0" "3" "0" "2" "0" "2" "0" "5" "0" "0" "0" "3"
"447.233" "3" "2" "2" "5" "2" "0" "0" "2" "2" "0" "0" "2" "5" "4" "2" "2" "0" "2" "0" "2" "0" "0" "0" "0" "2" "0" "2" "0" "5" "0" "0" "0" "3"
"447.234" "3" "2" "2" "5" "2" "0" "2" "2" "2" "0" "0" "2" "5" "4" "2" "2" "0" "2" "0" "2" "0" "0" "0" "0" "2" "0" "2" "0" "5" "0" "0" "0" "3"
"447.235" "3" "2" "2" "5" "2" "0" "0" "2" "2" "0" "0" "2" "5" "4" "2" "2" "0" "2" "0" "2" "0" "0" "0" "0" "2" "0" "2" "3" "5" "0" "0" "0" "3"
"447.236" "3" "2" "2" "5" "2" "0" "0" "2" "2" "0" "0" "2" "5" "4" "2" "2" "0" "2" "0" "2" "0" "0" "0" "0" "2" "0" "2" "3" "5" "0" "0" "0" "3"
"447.237" "3" "2" "2" "5" "2" "0" "5" "2" "2" "2" "0" "2" "5" "4" "2" "2" "0" "2" "0" "2" "0" "0" "2" "2" "2" "0" "2" "0" "5" "0" "2" "2" "3"
"447.238" "3" "2" "2" "5" "2" "0" "5" "2" "2" "2" "0" "2" "5" "4" "2" "2" "0" "2" "0" "2" "0" "0" "2" "2" "2" "0" "2" "0" "5" "0" "2" "2" "3"
"447.239" "3" "2" "2" "5" "2" "0" "5" "2" "2" "0" "0" "2" "5" "4" "2" "2" "0" "2" "2" "2" "0" "0" "0" "2" "2" "2" "2" "0" "5" "0" "0" "2" "3"
"447.240" "3" "2" "2" "5" "2" "0" "5" "2" "2" "0" "0" "2" "5" "4" "2" "2" "0" "2" "0" "2" "0" "0" "0" "2" "2" "0" "2" "0" "5" "0" "0" "2" "3"
"447.241" "3" "2" "2" "0" "3" "2" "0" "5" "2" "0" "0" "2" "5" "2" "5" "2" "0" "0" "0" "2" "0" "5" "0" "0" "2" "0" "2" "2" "5" "0" "0" "0" "3"
"447.242" "3" "2" "2" "0" "3" "2" "0" "5" "2" "0" "0" "2" "5" "0" "5" "2" "0" "0" "0" "2" "0" "5" "0" "0" "2" "0" "2" "2" "5" "0" "0" "0" "3"
"447.243" "3" "2" "2" "0" "3" "2" "0" "5" "2" "0" "0" "2" "5" "0" "5" "2" "0" "0" "0" "2" "0" "5" "0" "0" "2" "0" "2" "0" "5" "0" "2" "0" "3"
"447.244" "3" "2" "2" "0" "3" "2" "0" "5" "2" "0" "0" "2" "5" "0" "5" "2" "0" "0" "0" "2" "5" "5" "0" "0" "2" "0" "2" "0" "5" "0" "0" "0" "3"
"447.245" "3" "2" "2" "0" "0" "2" "0" "5" "2" "0" "2" "2" "5" "0" "5" "2" "2" "0" "0" "0" "0" "5" "0" "0" "2" "0" "2" "0" "5" "5" "3" "0" "3"
"447.246" "3" "2" "2" "2" "0" "2" "0" "5" "2" "2" "2" "2" "5" "0" "5" "2" "0" "2" "0" "0" "0" "5" "0" "0" "2" "5" "2" "2" "5" "5" "0" "0" "3"
"447.247" "3" "2" "2" "12" "0" "2" "0" "5" "2" "2" "0" "2" "5" "0" "5" "2" "0" "0" "0" "5" "0" "5" "5" "0" "2" "0" "2" "0" "5" "5" "0" "0" "3"
"447.248" "3" "2" "2" "0" "0" "2" "0" "5" "2" "0" "0" "2" "5" "0" "5" "2" "0" "0" "0" "0" "0" "5" "0" "0" "2" "94" "2" "0" "5" "5" "0" "0" "3"
"447.249" "3" "2" "2" "0" "0" "2" "2" "0" "2" "0" "0" "2" "5" "2" "0" "2" "3" "0" "2" "0" "0" "0" "2" "0" "2" "0" "2" "0" "5" "8" "2" "0" "3"
"447.250" "3" "2" "2" "0" "0" "2" "0" "3" "2" "0" "0" "2" "5" "2" "0" "2" "3" "0" "2" "0" "2" "0" "0" "0" "2" "0" "2" "0" "5" "8" "0" "0" "3"
"447.251" "3" "2" "2" "0" "0" "2" "0" "0" "2" "9" "0" "2" "5" "2" "2" "2" "3" "0" "2" "0" "0" "0" "0" "0" "2" "0" "2" "0" "5" "2" "2" "0" "3"
"447.252" "3" "2" "2" "0" "0" "2" "0" "2" "2" "9" "0" "2" "5" "2" "2" "2" "3" "0" "2" "0" "0" "0" "0" "0" "2" "0" "2" "0" "5" "2" "2" "0" "3"
"447.253" "3" "2" "2" "5" "5" "2" "0" "0" "2" "0" "0" "2" "5" "5" "0" "2" "0" "9" "0" "0" "8" "0" "0" "0" "2" "0" "2" "3" "5" "0" "2" "95" "3"
"447.254" "3" "2" "2" "0" "0" "2" "0" "0" "2" "0" "0" "2" "5" "5" "0" "2" "0" "0" "0" "0" "8" "0" "0" "0" "2" "2" "2" "0" "5" "0" "2" "95" "3"
"447.255" "3" "2" "2" "0" "0" "2" "2" "0" "2" "0" "5" "2" "5" "0" "0" "2" "0" "4" "0" "0" "8" "0" "0" "0" "2" "0" "2" "0" "5" "0" "0" "0" "3"
"447.256" "3" "2" "2" "0" "0" "2" "0" "0" "2" "0" "0" "2" "5" "0" "0" "2" "0" "0" "0" "0" "8" "0" "0" "0" "2" "0" "2" "0" "5" "2" "0" "0" "3"
"338.1" "2" "2" "2" "0" "0" "2" "0" "5" "5" "4" "0" "0" "0" "4" "2" "5" "0" "3" "10" "2" "0" "0" "2" "0" "0" "2" "4" "2" "0" "0" "3" "2" "4"
"338.2" "2" "2" "0" "5" "3" "2" "0" "5" "0" "4" "0" "0" "0" "4" "2" "5" "0" "0" "10" "2" "0" "0" "2" "0" "0" "2" "4" "2" "0" "0" "3" "2" "4"
"338.3" "2" "2" "0" "4" "0" "2" "0" "5" "0" "4" "0" "0" "0" "4" "2" "5" "0" "0" "10" "2" "2" "0" "2" "0" "0" "2" "4" "2" "0" "0" "3" "2" "4"
"338.4" "2" "2" "2" "2" "0" "2" "0" "5" "0" "4" "0" "0" "0" "4" "2" "5" "0" "0" "10" "2" "2" "0" "2" "0" "2" "2" "4" "2" "0" "0" "3" "2" "4"
"338.5" "2" "2" "0" "0" "0" "0" "0" "5" "0" "4" "0" "0" "2" "4" "2" "5" "2" "0" "10" "2" "0" "0" "2" "0" "0" "0" "4" "2" "2" "4" "3" "2" "4"
"338.6" "2" "2" "0" "0" "0" "0" "0" "5" "0" "4" "2" "0" "2" "4" "2" "5" "2" "0" "10" "2" "0" "0" "2" "0" "0" "0" "4" "2" "2" "4" "3" "2" "4"
"338.7" "2" "2" "0" "0" "5" "0" "0" "5" "0" "4" "0" "0" "0" "4" "2" "5" "0" "0" "10" "2" "2" "0" "2" "0" "0" "0" "4" "2" "2" "4" "3" "2" "4"
"338.8" "2" "2" "0" "0" "0" "0" "0" "5" "0" "4" "0" "0" "0" "4" "2" "5" "0" "0" "10" "2" "2" "0" "2" "0" "0" "0" "4" "2" "2" "4" "3" "2" "4"
"338.9" "2" "0" "0" "0" "0" "0" "0" "5" "0" "0" "4" "4" "3" "4" "2" "5" "0" "2" "10" "2" "0" "0" "2" "2" "2" "0" "0" "2" "3" "0" "3" "2" "4"
"338.10" "2" "0" "0" "0" "4" "0" "0" "5" "0" "0" "4" "4" "3" "4" "2" "5" "0" "2" "10" "2" "0" "0" "2" "0" "2" "0" "0" "2" "3" "0" "3" "2" "4"
"338.11" "2" "0" "0" "0" "3" "0" "0" "5" "0" "5" "5" "4" "3" "4" "2" "5" "2" "0" "10" "2" "0" "0" "2" "0" "2" "0" "0" "2" "3" "2" "3" "2" "4"
"338.12" "2" "0" "0" "0" "0" "0" "0" "5" "0" "0" "5" "4" "3" "4" "2" "5" "2" "0" "10" "2" "0" "0" "2" "0" "2" "0" "0" "2" "3" "0" "3" "2" "4"
"338.13" "2" "0" "0" "3" "0" "0" "0" "5" "0" "2" "12" "4" "3" "4" "2" "5" "0" "2" "10" "2" "0" "0" "2" "2" "2" "2" "0" "2" "0" "0" "3" "2" "4"
"338.14" "2" "0" "0" "3" "0" "0" "0" "5" "0" "0" "12" "4" "3" "4" "2" "5" "0" "2" "10" "2" "0" "0" "2" "2" "2" "2" "0" "2" "0" "0" "3" "2" "4"
"338.15" "2" "3" "0" "0" "0" "2" "0" "5" "0" "0" "12" "4" "3" "4" "2" "5" "2" "2" "10" "2" "0" "0" "2" "2" "2" "0" "0" "2" "0" "0" "3" "2" "4"
"338.16" "2" "0" "0" "0" "0" "2" "0" "5" "0" "0" "12" "4" "3" "4" "2" "5" "2" "2" "10" "2" "0" "0" "2" "2" "2" "0" "0" "2" "0" "0" "3" "2" "4"
"338.17" "2" "9" "2" "2" "0" "84" "5" "5" "0" "0" "2" "2" "0" "4" "2" "5" "5" "2" "10" "2" "0" "2" "2" "0" "4" "5" "0" "2" "5" "0" "3" "2" "4"
"338.18" "2" "9" "2" "0" "0" "84" "5" "5" "4" "0" "2" "2" "0" "4" "2" "5" "5" "2" "10" "2" "0" "0" "2" "0" "4" "0" "0" "2" "5" "0" "3" "2" "4"
"338.19" "2" "9" "2" "4" "0" "84" "5" "5" "0" "2" "2" "2" "0" "4" "2" "5" "5" "0" "10" "2" "0" "0" "2" "0" "4" "0" "0" "2" "5" "0" "3" "2" "4"
"338.20" "2" "9" "2" "0" "0" "84" "5" "5" "0" "0" "2" "2" "0" "4" "2" "5" "5" "0" "10" "2" "0" "0" "2" "0" "4" "0" "0" "2" "5" "0" "3" "2" "4"
"338.21" "2" "0" "5" "0" "0" "84" "5" "5" "4" "2" "2" "2" "0" "4" "2" "5" "5" "0" "10" "0" "2" "0" "2" "0" "2" "0" "0" "2" "5" "0" "3" "2" "4"
"338.22" "2" "0" "5" "0" "0" "84" "5" "5" "4" "2" "2" "2" "0" "4" "2" "5" "5" "0" "10" "0" "2" "0" "2" "0" "2" "0" "0" "2" "5" "0" "3" "2" "4"
"338.23" "2" "0" "0" "0" "2" "84" "5" "5" "4" "2" "2" "2" "0" "4" "2" "5" "5" "5" "10" "0" "0" "0" "2" "0" "2" "0" "0" "2" "5" "0" "3" "2" "4"
"338.24" "2" "0" "0" "0" "2" "84" "5" "5" "4" "2" "2" "2" "0" "4" "2" "5" "5" "0" "10" "0" "0" "0" "2" "2" "2" "0" "0" "2" "5" "0" "3" "2" "4"
"338.25" "2" "0" "0" "2" "2" "84" "2" "5" "2" "0" "2" "2" "0" "4" "2" "5" "5" "5" "10" "0" "0" "3" "2" "0" "0" "2" "3" "2" "5" "2" "3" "2" "4"
"338.26" "2" "32" "0" "2" "2" "84" "0" "5" "2" "3" "2" "2" "0" "4" "2" "5" "5" "5" "10" "0" "0" "3" "2" "0" "0" "2" "3" "2" "5" "2" "3" "2" "4"
"338.27" "2" "0" "0" "0" "2" "84" "5" "5" "2" "0" "2" "2" "2" "4" "2" "5" "5" "5" "10" "2" "0" "0" "2" "0" "0" "0" "2" "2" "5" "2" "3" "2" "4"
"338.28" "2" "0" "0" "0" "2" "84" "0" "5" "2" "0" "2" "2" "0" "4" "2" "5" "5" "5" "10" "0" "0" "2" "2" "0" "0" "0" "0" "2" "5" "2" "3" "2" "4"
"338.29" "2" "0" "0" "0" "0" "84" "2" "5" "2" "0" "2" "2" "0" "4" "2" "5" "5" "5" "10" "3" "2" "0" "2" "2" "5" "0" "0" "2" "5" "4" "3" "2" "4"
"338.30" "2" "0" "0" "0" "0" "84" "0" "5" "2" "0" "2" "2" "0" "4" "2" "5" "5" "5" "10" "0" "2" "2" "2" "2" "5" "0" "0" "2" "5" "0" "3" "2" "4"
"338.31" "2" "0" "0" "0" "0" "84" "0" "5" "2" "2" "2" "2" "0" "4" "2" "5" "5" "5" "10" "0" "2" "8" "2" "0" "0" "0" "0" "2" "5" "0" "3" "2" "4"
"338.32" "2" "0" "0" "0" "19" "84" "2" "5" "2" "2" "2" "2" "5" "4" "2" "5" "5" "5" "10" "2" "2" "0" "2" "0" "0" "0" "0" "2" "5" "0" "3" "2" "4"
"338.33" "2" "0" "2" "0" "0" "0" "2" "0" "0" "64" "0" "0" "0" "4" "0" "0" "5" "0" "10" "0" "4" "2" "2" "0" "23" "0" "0" "2" "0" "2" "3" "2" "4"
"338.34" "2" "0" "2" "0" "0" "0" "2" "0" "0" "64" "0" "0" "0" "4" "0" "0" "5" "0" "10" "0" "4" "2" "2" "0" "0" "6" "2" "2" "0" "2" "3" "2" "4"
"338.35" "2" "55" "2" "0" "2" "0" "2" "0" "0" "2" "0" "0" "0" "4" "0" "3" "5" "0" "10" "0" "4" "2" "2" "0" "0" "2" "0" "2" "0" "2" "3" "2" "4"
"338.36" "2" "55" "2" "3" "2" "0" "2" "0" "0" "2" "0" "0" "2" "4" "0" "0" "5" "5" "10" "0" "4" "2" "2" "0" "0" "0" "7" "2" "0" "2" "3" "2" "4"
"338.37" "2" "0" "2" "0" "0" "0" "2" "0" "0" "0" "0" "2" "0" "4" "0" "0" "5" "0" "10" "0" "4" "2" "2" "0" "0" "0" "0" "2" "0" "2" "3" "2" "4"
"338.38" "2" "0" "2" "0" "0" "0" "2" "0" "0" "0" "0" "2" "0" "4" "0" "0" "5" "0" "10" "0" "4" "2" "2" "2" "0" "0" "0" "2" "0" "2" "3" "2" "4"
"338.39" "2" "0" "2" "2" "0" "5" "2" "0" "0" "0" "0" "0" "0" "4" "0" "0" "5" "2" "10" "0" "4" "2" "2" "2" "5" "0" "0" "2" "0" "2" "3" "2" "4"
"338.40" "2" "0" "2" "0" "0" "5" "2" "0" "5" "5" "0" "0" "0" "4" "0" "0" "5" "5" "10" "0" "4" "2" "2" "0" "0" "0" "0" "2" "0" "2" "3" "2" "4"
"338.41" "2" "2" "2" "0" "0" "21" "2" "2" "0" "0" "0" "0" "0" "4" "0" "0" "5" "0" "10" "3" "4" "2" "2" "0" "2" "0" "0" "2" "0" "2" "3" "2" "4"
"338.42" "2" "2" "2" "0" "0" "21" "2" "2" "0" "0" "0" "0" "0" "4" "5" "0" "5" "0" "10" "3" "4" "2" "2" "0" "2" "0" "0" "2" "0" "2" "3" "2" "4"
"338.43" "2" "2" "2" "0" "0" "0" "2" "2" "0" "0" "2" "4" "0" "4" "0" "0" "5" "0" "10" "3" "4" "2" "2" "0" "0" "0" "0" "2" "0" "2" "3" "2" "4"
"338.44" "2" "2" "2" "0" "2" "0" "2" "2" "0" "0" "0" "4" "2" "4" "0" "2" "5" "0" "10" "3" "4" "2" "2" "2" "0" "0" "0" "2" "0" "2" "3" "2" "4"
"338.45" "2" "2" "0" "0" "5" "2" "2" "0" "0" "12" "46" "2" "0" "4" "0" "0" "5" "0" "10" "3" "4" "2" "2" "0" "0" "3" "0" "2" "2" "2" "3" "2" "4"
"338.46" "2" "2" "0" "0" "5" "2" "2" "0" "0" "12" "0" "2" "0" "4" "2" "0" "5" "0" "10" "3" "4" "2" "2" "0" "2" "3" "0" "2" "2" "2" "3" "2" "4"
"338.47" "2" "2" "0" "0" "5" "0" "2" "0" "0" "12" "3" "2" "0" "4" "12" "0" "5" "5" "10" "3" "4" "2" "2" "0" "0" "0" "2" "2" "2" "2" "3" "2" "4"
"338.48" "2" "2" "0" "0" "5" "0" "2" "0" "0" "12" "3" "2" "0" "4" "12" "0" "5" "5" "10" "3" "4" "2" "2" "0" "0" "0" "2" "2" "2" "2" "3" "2" "4"
"338.49" "2" "0" "0" "5" "10" "42" "2" "13" "0" "2" "2" "0" "0" "4" "7" "0" "0" "2" "10" "0" "4" "0" "2" "0" "0" "0" "2" "2" "0" "0" "3" "2" "4"
"338.50" "2" "2" "0" "5" "10" "42" "2" "13" "4" "2" "2" "0" "0" "4" "7" "0" "0" "2" "10" "0" "4" "0" "2" "0" "0" "0" "2" "2" "0" "0" "3" "2" "4"
"338.51" "2" "0" "0" "5" "0" "42" "2" "13" "0" "0" "0" "0" "0" "4" "7" "0" "0" "2" "10" "0" "4" "0" "2" "0" "0" "3" "2" "2" "0" "0" "3" "2" "4"
